"Jacqueline D. Reses > Square Financial Services, Inc. > Relationship GridFilter Options: Board Members and Key Executives with Personal Relationships (Including Priors)",,
,,
1st Degree Table: 213 Connections,,
"Clyne, Shannon ",Hankin & Co. - Managing Director,"iSuppli Corporation (Scalise, George Martin)"
"Coats CPA, Philip ",FTV Capital - Director Of Finance,"FTV Capital (O'Neill, Michael E.), FTV Capital (Shepherd, J. Michael)"
"Coats, Jamie",IntelliFlo Ltd. - Former Managing Director,"IntelliFlo Ltd. (Fitzsimons, Paul )"
"Cobb, Gay",Beneficial State Bank - Member of Advisory Board,"Beneficial State Bank (Skaff, Daniel Lawrence)"
"Cobert, Beth F.","CBRE Group, Inc. - Independent Director","CBRE Group, Inc. (NYSE:CBRE) (Blum, Richard Charles), San Francisco Ballet Association (Herbert, James H.), San Francisco Ballet Association (Mehran, Alexander R.)"
"Cochran II, John Danielson",Lovell Minnick Partners LLC - Partner,"Seaside National Bank & Trust, Inc. (Decker, Richard W.)"
"Cochran III, John R.","Christiana Care Health System, Inc. - Director","FIA Card Services, N.A. (McGee, Liam E.)"
"Cochran, James A.","Greenway Medical Technologies, Inc. - Former Chief Financial Officer and Principal Accounting Officer","Greenway Medical Technologies, Inc. (Ekholm, E. Börje)"
"Cochran, Terri E.",Clark County Bancorporation - Former Corporate Secretary,"Northwest Bancshares Inc. (Young, Thomas C.)"
"Cochrane, Lisa","The Advertising Council, Inc. - Director","The Advertising Council, Inc. (Bain, Adam )"
"Cocks, Chris",Wizards of the Coast LLC - President,"Wizards of the Coast LLC (Leeds, Greg)"
"Codina, Armando M.","Codina Partners, LLC - Executive Chairman","American Airlines Group Inc. (NasdaqGS:AAL) (Beer, James A.), American Airlines, Inc. (Beer, James A.)"
"Cody, Thomas ",Beneficial State Bank - Former Director,"Albina Community Bank (Skaff, Daniel Lawrence), Beneficial State Bank (Skaff, Daniel Lawrence), OneCalifornia BanCorp, Inc. (Skaff, Daniel Lawrence)"
"Cody, Tom ",Albina Community Bancorp - Director and Director of Albina Community Bank,"Albina Community Bancorp (OTCPK:ACBC.Q) (Skaff, Daniel Lawrence)"
"Coe, Mary Ellen","Whole Foods Market, Inc. - Former Independent Director","Whole Foods Market, Inc. (Nordstrom, Blake W.)"
"Coen, David C.","Electric Power Research Institute, Inc. - Director","Electric Power Research Institute, Inc. (Craver, Theodore F.)"
"Coffey CPA  , Steve",City National Bank - Member of Southern Nevada Advisory Board,"City National Bank (Goldsmith, Russell D.), City National Bank (Meyer, Barry M.), City National Bank (Thomas, Peter M.)"
"Coffey, Diane M.","PJ SOLOMON, L.P. - Managing Director of Public Affairs and Partner","Lincoln Center for the Performing Arts, Inc. (Herbert, James H.)"
"Coffey, Kelly ",City National Bank - CEO & Director,"City National Bank (Goldsmith, Russell D.), City National Bank (Meyer, Barry M.), City National Bank (Thomas, Peter M.)"
"Coffin III, Jarvis","On The Phone Media Limited - Co-Founder, Chief Executive Officer, President and Director","Interactive Advertising Bureau, Inc. (Bain, Adam ), Interactive Advertising Bureau, Inc. (Steinberg, Jonathan)"
"Coghlan, John Philip","Life360, Inc. - Independent Non-Executive Chair","Visa U.S.A. Inc. (Stumpf, John G.)"
"Cohen, Aaron",Electric Drive Transportation Association - Director,"Electric Drive Transportation Association (Craver, Theodore F.)"
"Cohen, Allan H.",Evergreen Solar Inc. - Former Director,"Evergreen Solar Inc. (Deutch, Philip Joseph)"
"Cohen, Betsy Zubrow",FinTech Acquisition Corp. - Chairman of the Board of Directors and Chief Executive Officer,"Asia Society (Evans, J. Michael ), Asia Society (Ng, Dominic )"
"Cohen, Betty ","Lifetime Entertainment Services, LLC - Former Chief Executive Officer and President","Lifetime Entertainment Services, LLC (Wong, Andrea L.)"
"Cohen, Edward B.","American Honda Motor Co., Inc. - Vice President of Government & Industry Relations","Electric Drive Transportation Association (Craver, Theodore F.)"
"Cohen, Edward H.","Merrimac Industries, Inc. - Director","PVH Corp. (NYSE:PVH) (Stahl, Christian )"
"Cohen, Frank","Blackstone Real Estate Income Trust, Inc. - Chairman & CEO","Hudson Pacific Properties, Inc. (NYSE:HPP) (Wong, Andrea L.)"
"Cohen, Howard S.",Safeway Inc. - Director,"Safeway Inc. (Rogers, T. Gary)"
"Cohen, Irwin S.","Stein Mart, Inc. - Independent Director","SUPERVALU INC. (Francis, Philip L.)"
"Cohen, Jerome A.",Asia Society - Trustee Emeritus,"Asia Society (Evans, J. Michael ), Asia Society (Ng, Dominic )"
"Cohen, Joel E.",The Nature Conservancy - Former Director,"The Nature Conservancy (Ma, Yun )"
"Cohen, Marshall A.",Quorum Group of Companies - Vice Chairman of Advisory Board,"Barrick Gold Corporation (TSX:ABX) (Evans, J. Michael )"
"Cohen, Neal S.","Meritas, LLC - Director","Northwest Airlines, LLC (Blum, Richard Charles)"
"Cohen, Robert A.",DMC Global Inc. - Independent Director,"Standard Chartered Bank Korea Limited (Blum, Richard Charles)"
"Cohen, Ronald ",Bridges Fund Management - Chairman of the Advisory Board,"Apax Partners LLP (Fitzsimons, Paul ), SWX Europe Holdings Limited (Fitzsimons, Paul )"
"Cohen, Ryan ","Chewy, Inc. - Co-Founder","PetSmart, Inc. (Francis, Philip L.)"
"Cohen, William Sebastian",TCG Financial Partners - Chairman and Co-Founder,"Barrick Gold Corporation (TSX:ABX) (Evans, J. Michael ), Nasdaq, Inc. (NasdaqGS:NDAQ) (Ekholm, E. Börje)"
"Cohler, Matthew R.","Asana, Inc. - Advisor and Director","Uber Technologies, Inc. (Martello, Wan Ling)"
"Cohn, Bob ","Atlantic Media, Inc. - Former President of The Atlantic","The Bay Citizen (Hernández, Sandra R.)"
"Cohn, Gary D.",National Economic Council - Director,"The Goldman Sachs Group, Inc. (NYSE:GS) (Evans, J. Michael )"
"Cohn, Robert S.",King Digital Entertainment plc - Non-Executive Director,"Electronic Arts Inc. (NasdaqGS:EA) (Paul, Vivek ), Trimble Inc. (NasdaqGS:TRMB) (Ekholm, E. Börje)"
"Cohn, Stuart A.","Goldberg & Cohn, LLP - Managing Partner","NYC2012, Inc. (Shepherd, J. Michael)"
"Cokinos, Gregory M.","Green Bancorp, Inc. - Former Director","Green Bancorp, Inc. (Decker, Richard W.), Green Bank, N.A. (Decker, Richard W.)"
"Colaco, Jean-Paul ","Radio Disney, Inc. - President and General Manager","Interactive Advertising Bureau, Inc. (Bain, Adam ), Interactive Advertising Bureau, Inc. (Steinberg, Jonathan)"
"Colao, Daniel Oreste","GE Capital Global Holdings, LLC - Chief Financial Officer","Synchrony Financial (NYSE:SYF) (Hartnack, Richard C.)"
"Colatrella, Anthony S.","BWX Technologies, Inc. - Former Chief Financial Officer and Senior Vice President","MPM Holdings Inc. (OTCPK:MPMQ) (Dionne, John D.)"
"Colbert, Virgis W.","Grain Management, LLC - Senior Advisor","Bank of America, National Association (McGee, Liam E.)"
"Colcleugh, David W.",KmX Membrane Technologies Corp. - Chairman,"Hudson's Bay Company (TSX:HBC) (Wong, Andrea L.)"
"Coldani, Steven M.",Coldani Olive Ranch LLC - Executive Officer,"Plumas Bancorp (NasdaqCM:PLBC) (Ryback, Andrew J.), Plumas Bank (Ryback, Andrew J.)"
"Cole M.D., Douglas G.",Flagship Pioneering - Managing Partner,"Agios Pharmaceuticals, Inc. (NasdaqGS:AGIO) (Clark, Ian T.)"
"Cole, Beth Vaughan","Intermountain Healthcare, Inc. - Former Trustee","Intermountain Healthcare, Inc. (Ivory, Clark), Intermountain Healthcare, Inc. (Packard, Matt Calvin)"
"Cole, Craig W.",The Markets LLC - Chief Executive Officer and President,"Puget Energy, Inc. (Ayer, William S.), Puget Energy, Inc. (Dressel, Melanie J.), Puget Sound Energy, Inc. (Ayer, William S.), Puget Sound Energy, Inc. (Dressel, Melanie J.)"
"Cole, Dalton H.",Arizona Power Authority - Member of the Board of Commission,"Arizona Power Authority (Brophy, Stephen M.)"
"Cole, Daniel F.","Electric Power Research Institute, Inc. - Director","Electric Power Research Institute, Inc. (Craver, Theodore F.)"
"Cole, David C.","Maui Land & Pineapple Company, Inc. - Former Director","TerraVia Holdings, Inc. (Clark, Ian T.)"
"Cole, David W.","Healthy Minds Group, LLC - Lead Director","Coinstar Asset Holdings, LLC (Sznewajs, Robert D.)"
"Cole, Kenneth D.","Kenneth Cole Productions Inc. - Founder, Executive Chairman and Chief Creative Officer","NYC2012, Inc. (Shepherd, J. Michael)"
"Cole, Titi ",Wells Fargo & Company - Former Head of Operations & Executive VP,"Wells Fargo & Company (NYSE:WFC) (Craver, Theodore F.), Wells Fargo & Company (NYSE:WFC) (Stumpf, John G.)"
"Colella, Nicholas J.",Incubic Management LLC - Co-Director,"Intermolecular, Inc. (NasdaqGS:IMI) (Scalise, George Martin), Xperi Corporation (NasdaqGS:XPER) (Ekholm, E. Börje)"
"Coleman III, William T.",Alsop Louie Partners - Venture Partner,"Symantec Corporation (NasdaqGS:SYMC) (Beer, James A.), Veritas Software Corp. (Beer, James A.)"
"Coleman Jr., Leonard S.","Avis Budget Group, Inc. - Former Independent Director","Electronic Arts Inc. (NasdaqGS:EA) (Paul, Vivek )"
"Coleman Jr., William T.",O'Melveny & Myers LLP - Senior Partner and Senior Counselor,"The Brookings Institution (Blum, Richard Charles)"
"Coleman, Christopher Lewis",N M Rothschild & Sons Limited - Executive Director,"Barrick Gold Corporation (TSX:ABX) (Evans, J. Michael )"
"Coleman, Daniel B.","Knight Capital Group, Inc. - Chief Executive Officer","Nasdaq, Inc. (NasdaqGS:NDAQ) (Ekholm, E. Börje)"
"Coleman, Deborah A.","SmartForest Ventures, LLC - Managing Partner and General Partner","Synopsys, Inc. (NasdaqGS:SNPS) (Vallee, Roy A.)"
"Coleman, Donald A.","GlobalHue, Inc. - Founder, Chairman, Chief Executive Officer and General Manager of New York & Southfield Michigan","The Advertising Council, Inc. (Bain, Adam )"
"Coleman, Emerson ",Hearst Television Inc. - Senior Vice President of Programming,"National Association of Television Program Executives (Wong, Andrea L.)"
"Coleman, Gregory Gerard","Buzzfeed, Inc. - President","Buzzfeed, Inc. (Steinberg, Jonathan), The Advertising Council, Inc. (Bain, Adam ), Trusted Media Brands, Inc. (Durbin, Dean D.)"
"Coleman, Herman W.","Health Alliance Plan of Michigan, Inc.","Health Alliance Plan of Michigan, Inc. (Richards, Patricia Rae)"
"Coleman, James D.",VRB Bancorp - Former Chairman,"Umpqua Holdings Corporation (NasdaqGS:UMPQ) (Donegan, Robert C.)"
"Coleman, Kenneth",Novexel SA - Chief Scientific Officer,"Amarantus BioScience Holdings, Inc. (OTCPK:AMBS) (Grisham, Arnold T.)"
"Coleman, Kenneth Louis",Andreessen Horowitz LLC - Special Advisor,"City National Bank (Goldsmith, Russell D.), City National Bank (Meyer, Barry M.), City National Bank (Thomas, Peter M.), City National Corporation (Goldsmith, Russell D.), City National Corporation (Meyer, Barry M.) and 2 Other Connections"
"Coleman, Lewis W.","DocuSign, Inc. - Member of Advisory Board","DocuSign, Inc. (NasdaqGS:DOCU) (Yang, Chih-Yuan )"
"Coleman, Victor J.","Hudson Pacific Properties, Inc. - Chairman & CEO","Hudson Pacific Properties, Inc. (NYSE:HPP) (Wong, Andrea L.)"
"Coles Jr., N. Anthony",Yumanity Therapeutics Inc. - Executive Chairman,"McKesson Corporation (NYSE:MCK) (Knauss, Donald R.)"
"Coles, Martin Patrick",HaloSource Corporation - Strategic Adviser,"Levi Strauss & Co. (Rogers, T. Gary)"
"Coletti, Louis J.","NYC2012, Inc. - Director","NYC2012, Inc. (Shepherd, J. Michael)"
"Coley, William A.",EDF Energy Limited - Chief Executive Officer of British Energy,"Electric Power Research Institute, Inc. (Craver, Theodore F.)"
"Colin, Daniel L.",Territorial Savings Bank - Former President & COO,"Hawaii Medical Service Association (Ho, Peter S.)"
"Collamer, Kirk A.","HTG Molecular Diagnostics, Inc. - Former Chief Financial Officer","Coinstar Asset Holdings, LLC (Sznewajs, Robert D.)"
"Collato, Richard A.",Y.M.C.A. Retirement Fund - Vice Chairman of the Board of Trustees,"Pacific Enterprises Inc. (Jones, William D.), San Diego Gas & Electric Company (Jones, William D.), Sempra Energy (NYSE:SRE) (Jones, William D.), Southern California Gas Company (Jones, William D.)"
"Collier M.D., David J.","Velocity Pharmaceutical Development, LLC - Chief Executive Officer and Managing Director of Cmea Capital","Intermolecular, Inc. (NasdaqGS:IMI) (Scalise, George Martin)"
"Collier, Ian",Command Post and Transfer Corp. - Director,"Association Canadienne Du Capital de Risque Et D'Investissement (Renaud, Paul G.), Borealis Capital Corporation (Renaud, Paul G.), OMERS Private Equity (Renaud, Paul G.)"
"Colligan, Thomas J.",Central Garden & Pet Company - Independent Director,"Education Management Corporation (OTCPK:EDMC.Q) (Cook, Kermit J.)"
"Collingsworth, Connie Renee",Banner Corporation - Independent Director,"Premera (Nelson, Carol Kobuke)"
"Collins Jr., Arthur D.",Oak Hill Capital Partners - Senior Advisor,"U.S. Bancorp (NYSE:USB) (Hartnack, Richard C.), U.S. Bancorp, Prior to being Acquired by First Bank System, Inc. (Sznewajs, Robert D.), U.S. Bancorp, Prior to being Acquired by Firstar Bancorp. (Sznewajs, Robert D.), U.S. Bank National Association (Hartnack, Richard C.), U.S. Bank National Association ND (Hartnack, Richard C.)"
"Collins Ph.D., Timothy Clark","Ripplewood Advisors L.L.C. - Founder, Chief Executive Officer and Senior Managing Director","Citibank, N.A. (O'Neill, Michael E.), Citigroup Inc. (NYSE:C) (O'Neill, Michael E.)"
"Collins, Arthur R.",RLJ Lodging Trust - Independent Trustee,"The Brookings Institution (Blum, Richard Charles)"
"Collins, Brian D.","Pioneer Trust Bank, N.A. - Director","Pioneer Trust Bank, N.A. (Compton, S. Randolph), PTB Corporation (Compton, S. Randolph)"
"Collins, Gregory ","Parker, Smith & Feek, Inc. - Chief Executive Partner, President, Principal and Director","Overlake Hospital Medical Center (Cleveland, Tom)"
"Collins, John T.",Collins Group Inc. - Chief Executive Officer and Chairman,"Bank of America, National Association (McGee, Liam E.), Shawmut National Corporation (Shepherd, J. Michael)"
"Collins, Kathryn M.","Massage Envy Franchising, LLC. - Chief Marketing Officer","The Advertising Council, Inc. (Bain, Adam )"
"Collins, Mark C.",u-blox Melbourn Ltd. - Chief Operating Officer,"Interactive Advertising Bureau, Inc. (Bain, Adam ), Interactive Advertising Bureau, Inc. (Steinberg, Jonathan)"
"Collins, Paul J.","Welsh, Carson, Anderson & Stowe - Member of the Advisory Board","Citicorp LLC. (O'Neill, Michael E.), Citigroup Inc. (NYSE:C) (O'Neill, Michael E.)"
"Collis, Steven H.","AmerisourceBergen Corporation - Chairman, President & CEO","MWI Veterinary Supply, Inc. (Thompson, Mary Patricia B.)"
"Collyer, David R.",ARC Resources Ltd. - Independent Director,"Catalyst Inc. (McGee, Liam E.)"
"Colmery, Joseph P.","San Ramon Regional Medical Center, LLC - Secretary and Treasurer","MUFG Union Bank, N.A. (Hartnack, Richard C.)"
"Colonna, Jerry D.","Gamesville.com, Inc. - Director","NYC2012, Inc. (Shepherd, J. Michael)"
"Colosimo, Thomas W.",Sterling Savings Bank - Chief Financial Officer and Executive Vice President,"Sterling Savings Bank (Donegan, Robert C.)"
"Colvin, Donald A.",Isola Group Ltd. - Director,"Caesars Entertainment Corporation (NasdaqGS:CZR) (Dionne, John D.)"
"Colvin, Suzanne M.","Napster Inc. - Interim CFO, Principal Accounting Officer, Vice President of Finance and Corporate Controller","Napster Inc. (Levinsohn, Ross B.)"
"Colwell Ph.D., Robert  P.","Akustica, Inc. - Former Strategic Advisor","Ambric, Inc. (Chen, David Y.)"
"Colwell, Keary L.","BayCom Corp - Senior EVP, CFO, Secretary & Treasurer","BayCom Corp. (NasdaqGS:BCML) (Hotchkiss, Malcolm F.), United Business Bank (Hotchkiss, Malcolm F.)"
"Comay, Dror ","Forescout Technologies, Inc. - Co-Founder & Former Chief Architect","ForeScout Technologies, Inc. (NasdaqGM:FSCT) (Beer, James A.)"
"Comay, Oded ","Forescout Technologies, Inc. - Co-Founder & Former Chief Research Officer","ForeScout Technologies, Inc. (NasdaqGM:FSCT) (Beer, James A.)"
"Combes, Michel ","Sprint Corporation - Former President, CEO & Director","Brightstar Corp. (Son, Masayoshi ), Sprint Corporation (NYSE:S) (Son, Masayoshi )"
"Comerford, Francis X.",WNBC - President and General Manager,"NYC2012, Inc. (Shepherd, J. Michael)"
"Commissiong, Gerald E.","Amarantus BioScience Holdings, Inc. - CEO, President & Director","Amarantus BioScience Holdings, Inc. (OTCPK:AMBS) (Grisham, Arnold T.)"
"Commissiong, John Wesley","Amarantus BioScience Holdings, Inc. - Chief Scientific Officer, Director & Member of Scientific Advisory Board","Amarantus BioScience Holdings, Inc. (OTCPK:AMBS) (Grisham, Arnold T.)"
"Como, David Paul","First Republic Investment Management, Inc. - Managing Director, Portfolio Manager and Director","First Republic Investment Management, Inc. (Herbert, James H.)"
"Comper, F. Anthony",Bank of Montreal - Honorary Director,"Catalyst Inc. (McGee, Liam E.)"
"Compofelice, Joseph S.","Legacy Measurement Solutions, Inc. - Chairman & CEO","Contango Capital Partnership Management, LLC (Rubenstein, Gordon)"
"Compton, Bradley P.","Pioneer Trust Bank, N.A. - Director","Pioneer Trust Bank, N.A. (Compton, S. Randolph), PTB Corporation (Compton, S. Randolph)"
"Compton, H. V.","Pioneer Trust Bank, N.A. - Former President","Pioneer Trust Bank, N.A. (Compton, S. Randolph)"
"Compton, Michael S.","Pioneer Trust Bank, N.A. - Co-Chairman & Co-CEO","Pioneer Trust Bank, N.A. (Compton, S. Randolph), PTB Corporation (Compton, S. Randolph)"
"Compton, Stuart","Pioneer Trust Bank, N.A. - Former Chief Executive Officer","Pioneer Trust Bank, N.A. (Compton, S. Randolph)"
"Cona, Louis ",Conde Nast Entertainment LLC - Former Chief Revenue Officer,"Interactive Advertising Bureau, Inc. (Bain, Adam ), Interactive Advertising Bureau, Inc. (Steinberg, Jonathan)"
"Conant, Douglas R.",Students In Free Enterprise - Chairman,"Catalyst Inc. (McGee, Liam E.)"
"Concordia, Elizabeth Ball",Premera Blue Cross - Director,"Premera Blue Cross (Nelson, Carol Kobuke)"
"Conde, Cesar ","NBCUniversal Media, LLC - Chairman of NBCUniversal News Group","Interactive Advertising Bureau, Inc. (Bain, Adam ), Interactive Advertising Bureau, Inc. (Steinberg, Jonathan)"
"Condon, Imelda John",Marylhurst University - Life Trustee,"Marylhurst University (Johansen, Judith Ann)"
"Condon, Timothy J.","AAA Northern California, Nevada & Utah - Chief Executive Officer and President","AAA Northern California, Nevada & Utah (Collins, Paula Robinson)"
"Condon, Wayne N.",Heritage Bank Of Nevada - Chief Executive Officer,"Heritage Bank Of Nevada (Wilmoth, Stanley C.)"
