"Michael  Ovitz > Creative Artists Agency, LLC > Relationship GridFilter Options: Board Members and Key Executives with Personal Relationships (Including Priors)",,
,,
1st Degree Table: 138 Connections,,
"Druker, Henry L.","Druker Capital - Founder, Managing Principal and Portfolio Manager","Aegis Communications Group, Inc. (Weston, Josh S.)"
"Drummond, David C.","Alphabet Inc. - Former Senior VP of Corporate Development, Chief Legal Officer & Secretary","Uber Technologies, Inc. (Bonderman, David )"
"Dryerman CPA, David W.",Arlon Group LLC - Vice President of Finance,"Falconhead Capital, LLC (McCormack, Mark H.)"
"D'Souza, Francisco ",Cognizant Technology Solutions Corporation - Former Executive Vice Chairman,"General Electric Company (NYSE:GE) (Penske, Roger S.)"
"du Pont, Lammot J.","DuPont Fabros Technology, L.P. - Chairman of Dupont Fabros Technology, Inc. and Secretary of Dupont Fabros Technology, Inc.","DuPont Fabros Technology, Inc. (Heiliger, Jonathan G.), DuPont Fabros Technology, L.P. (Heiliger, Jonathan G.)"
"Dubash, Hormusji Noshir","Standard Chartered Bank Korea Limited - Former CFO, GM of Strategic Planning Division & Executive Director","Standard Chartered Bank Korea Limited (Bonderman, David )"
"Dubel, John",Old PSG Wind-down Ltd. - Director,"Old PSG Wind-down Ltd. (Kent, Harlan M.)"
"Dubel, John S.",Financial Guaranty Insurance Company - Director,"SunEdison, Inc. (Boyce, Richard W.), SunEdison, Inc. (Coulter, James George), SunEdison, Inc. (Danhakl, John G.)"
"Duberstein, Kenneth M.",The John F. Kennedy Center for the Performing Arts - Honorary Trustee,"Council on Foreign Relations, Inc. (Powell, Colin L.), USF&G Corporation (Frey, Dale F.)"
"Dubinsky, Donna L.","Numenta, Inc. - Co-Founder, Chief Executive Officer and Director","Intuit Inc. (NasdaqGS:INTU) (Campbell, William V.), Palm, Inc. (Homer, Michael)"
"Dublon, Dina ","PepsiCo, Inc. - Director","PepsiCo, Inc. (NasdaqGS:PEP) (Boyce, Richard W.)"
"Dubois, Guy M. C. Y.","Track Group, Inc. - Independent Chairman of the Board","Gate Gourmet Switzerland GmbH (Boyce, Richard W.), Gate Gourmet Switzerland GmbH (Coulter, James George)"
"DuBose, Michael T.","Purcell Systems, Inc. - Chairman","ATC Technology Corporation (Anderson, Robert E.), ATC Technology Corporation (Frey, Dale F.)"
"Dubuc, Nancy ",The Paley Center for Media - Trustee,"The Paley Center for Media (Kissinger, Henry Alfred)"
"Duca, Sergio ",PricewaterhouseCoopers SpA - President and Chief Executive Officer,"Exor N.V. (BIT:EXO) (Volpi, Michelangelo A. )"
"Duckworth, Michael R.","The Yucaipa Companies, LLC - Former Partner","Pathmark Stores, Inc. (Hartman, Bruce A.)"
"Duddles, Charles W.",Jack in the Box Inc. - Former Chief Financial Officer,"PETCO Animal Supplies, Inc. (Coslet, Jonathan J.), PETCO Animal Supplies, Inc. (Danhakl, John G.)"
"Dudley, William N.","Bechtel Group, Inc. - Former Vice-Chairman","Bechtel Corporation (Shultz, George Pratt), Bechtel Group, Inc. (Shultz, George Pratt)"
"Dudnick, Curtis S.","Tailwind Solutions, Inc. - Chief Financial Officer","Active Reasoning, Inc. (Rolnick, Michael P.)"
"Duea, Bradford D.",Napster Inc. - Former President and President of Online Music Division,"Napster Inc. (Levinsohn, Ross B.)"
"Duerden, John H.","Xenith, LLC - Chairman","Crocs, Inc. (NasdaqGS:CROX) (Wright, Doreen A.)"
"Duesedau, Dieter W.","Diebold Nixdorf, Incorporated - Former Independent Director","Diebold Nixdorf, Incorporated (NYSE:DBD) (Besanko, Bruce H.)"
"Duff, Philip Nicholas","RiskMetrics Group, LLC - Director","Morgan Stanley (NYSE:MS) (Davis, Chris A.)"
"Duffey, Michael S.","IRI Holdings, Inc. - Former Chief Financial Officer, Executive Vice President, and Director","Information Resources, Inc. (Klinsky, Steven Bruce)"
"Duffield, Erik ",Appirio Inc. - Chief Executive Officer,"Appirio Inc. (Stevens, Timothy J.)"
"Dufour, Pierre ",L'Air Liquide S.A. - Former Director,"Archer-Daniels-Midland Company (NYSE:ADM) (Strauss, Robert S.)"
"Duggan, Mark",Old PSG Wind-down Ltd. - Former Chief Executive Officer and President,"Old PSG Wind-down Ltd. (Kent, Harlan M.)"
"Duh, Mark",Massachusetts Mutual Life Insurance Company - Former Chairman of Fuh Hwa Securities,"Massachusetts Mutual Life Insurance Company (O'Connell, Robert J.)"
"Duke, Bill",American Film Institute - Trustee,"American Film Institute (Nicita, Rick)"
"Duke, Elizabeth A.",Wells Fargo & Company - Former Independent Chairman of the Board,"Wells Fargo & Company (NYSE:WFC) (Sargent, Ronald L.)"
"Duke, Robin Chandler",International Rescue Committee - Director,"International Rescue Committee (Forstmann, Theodore J.), International Rescue Committee (Kissinger, Henry Alfred), International Rescue Committee (Weston, Josh S.)"
"Dukes, David R.","CUShopper, Inc. - Vice Chairman, Chief Executive Officer and President","Ingram Micro Inc. (Levinson, Linda Fayne), National Education Corp. (Bonderman, David )"
"Dulsky, Debra ",HomeServe USA Corp. - Chief Strategy Officer,"Ambassadors Group Inc. (Frey, Dale F.)"
"Dumas, J. Randolph",Citigroup Global Markets Limited - Partner,"Rubikon Partners (Kissinger, Henry Alfred)"
"Dumolin, Christian ","Koramic Investment Group nv - Chairman, President, Managing Director & CEO","CVC Capital Partners Limited (Levinson, Linda Fayne)"
"Dunbar, Jennifer Holden",Big 5 Sporting Goods Corporation - Independent Director,"Big 5 Sporting Goods Corporation (NasdaqGS:BGFV) (Danhakl, John G.), Big 5 Sporting Goods Corporation (NasdaqGS:BGFV) (Sokoloff, Jonathan D.), Sweetbay Supermarket Inc. (Danhakl, John G.), The Sports Authority, Inc. (Sokoloff, Jonathan D.)"
"Duncan, Deborah Leigh",Fremont Group - Senior Advisor,"The Guardian Life Insurance Company of America (Squeri, Stephen Joseph)"
"Duncan, John L.","Wolverine Tube, Inc. - Director","Wolverine Tube, Inc. (Davis, Chris A.)"
"Duncan, Sammy K.",OfficeMax Incorporated - Former Executive Chairman,"Express, Inc. (NYSE:EXPR) (Archbold, Michael G.), OfficeMax Incorporated (Besanko, Bruce H.), SUPERVALU INC. (Besanko, Bruce H.)"
"Dundas, Philip Blair",Qalaa Holdings S.A.E. - Independent Non-Executive Director,"XOJET, Inc. (Bonderman, David )"
"Dunlap, James Lapham","United Meridian Corp. - Former President, Chief Operating Officer and Director","Massachusetts Mutual Life Insurance Company (O'Connell, Robert J.)"
"Dunlap, Scott ","NearbyNow, Inc. - Co-Founder, Chairman and Chief Executive Officer","NearbyNow, Inc. (Horowitz, Benjamin A.)"
"Dunlevie, Bruce W.","Coverity, Inc. - Board Adviser","Benchmark (Rachleff, Andrew S.), Foundries Holdings, Inc. (Rachleff, Andrew S.), Good Technology, Inc. (Campbell, William V.), Palm, Inc. (Homer, Michael)"
"Dunn CPA, Timothy ","TPG Capital, L.P. - Partner","Hotwire, Inc. (Bonderman, David )"
"Dunn M.D., Christopher J.","Omnicell, Inc. - Former Director","Omnicell, Inc. (NasdaqGS:OMCL) (Horowitz, Benjamin A.)"
"Dunn Ph.D., William A.",Reason Foundation - Trustee,"CATO Institute (Forstmann, Theodore J.)"
"Dunn, Alan G.","Natural Alternatives International, Inc. - Independent Director","Tomorrow's Morning, Inc. (Nicita, Rick)"
"Dunn, Brian J.","Best Buy International Finance, S.a.r.l. - Chief Executive Officer of Best Buy","Dick's Sporting Goods, Inc. (NYSE:DKS) (Hines, Michael F.)"
"Dunn, Christopher A.","Mobeze, Inc. - Chief Executive Officer","ClipSync, Inc. (Vannelli, Vince )"
"Dunn, Gregory","Sybase 365, LLC - Director","Sybase 365, LLC (Stavropoulos, Andreas )"
"Dunn, Gregory W.",United Artists Theatre Circuit Inc Md - Vice President and Director,"Regal Entertainment Group (Bell, Thomas D.)"
"Dunn, Jeffrey T.","Juicero, Inc. - Chief Executive Officer and Director","Wm. Bolthouse Farms, Inc. (Peinado, George A.), Wm. Bolthouse Farms, Inc. (Selati, Robin Paul)"
"Dunn, Kevin",Morgan Stanley - Former Head of Consumer Transportation & Retail Sectors,"Morgan Stanley (NYSE:MS) (Davis, Chris A.)"
"Dunn, Kirk","PowerFile, Inc. - Former Chief Executive Officer and Director","Bang Networks, Inc. (Vannelli, Vince )"
"Dunn, Lydia Selina",Christie's Inc. - Member of Asian Advisory Board,"Christie's Inc. (De Rothschild, Lynn Forester), Christie's International SA (De Rothschild, Lynn Forester)"
"Dunn, Ned","Acosta, Inc. - Former Director","Acosta, Inc. (Horbach, Sandra J.)"
"Dunn, Patricia C.","BlackRock Institutional Trust Company, N.A. - Former Co-Chairperson, Chief Executive Officer and Non Executive Vice Chairman","HP Inc. (NYSE:HPQ) (Andreessen, Marc Lowell)"
"Dunn, Richard ","VMLY&R, Inc. - Chief Strategy Officer of Wunderman UK & EMEA and Chairman of Wunderman UK","Young & Rubicam, Inc. (Bell, Thomas D.)"
"Dunne, Richard",The Carlyle Group Inc. - MD & Partner,"Del Monte Corporation prior to merger with Del Monte Foods Company (Boyce, Richard W.)"
"Dunnigan, Matthew ",Restaurant Brands International Inc. - Chief Financial Officer,"Carrols Restaurant Group, Inc. (NasdaqGS:TAST) (Selati, Robin Paul), Restaurant Brands International Inc. (NYSE:QSR) (Bonderman, David ), Restaurant Brands International Inc. (NYSE:QSR) (Boyce, Richard W.), Restaurant Brands International Inc. (NYSE:QSR) (Brenneman, Gregory Dean), Restaurant Brands International Inc. (NYSE:QSR) (Swette, Brian Thomas)"
"Dunning Jr., James D.",Global Cornerstone Holdings Limited - Chairman of the Board and Chief Executive Officer,"Freedom Communications, Inc. (Levinsohn, Ross B.)"
"Dunsire, Steve","Peter Piper, Inc. - Former Vice President of Development","Peter Piper, Inc. (Selati, Robin Paul)"
"Dupérat-Vergne, Virginie ",Gemalto N.V. - Former Chief Financial Officer,"Gemalto N.V. (ENXTAM:GTO) (Bonderman, David )"
"DuPree, Daniel M.","Preferred Apartment Communities, Inc. - Executive Chairman","Cousins Properties Incorporated (NYSE:CUZ) (Bell, Thomas D.)"
"Dupree, David W.",The Halifax Group - Co-Founder and Senior Partner,"IASIS Healthcare Corporation (Bonderman, David ), IASIS Healthcare Corporation (Coslet, Jonathan J.), IASIS Healthcare LLC (Coslet, Jonathan J.), The Halifax Group (Bonderman, David ), Whole Foods Market, Inc. (Sokoloff, Jonathan D.)"
"Durban, Egon Pierre","Silver Lake Management, L.L.C. - Co-CEO, Managing Partner & MD","Skype Global S.à r.l. (Andreessen, Marc Lowell), Skype Global S.à r.l. (Horowitz, Benjamin A.), Skype S.à r.l. (Andreessen, Marc Lowell), Skype S.à r.l. (Horowitz, Benjamin A.)"
"Durchslag, Scott A.","Angie's List, Inc. - Former President & CEO","Skype Global S.à r.l. (Andreessen, Marc Lowell), Skype Global S.à r.l. (Horowitz, Benjamin A.)"
"Durham, Michael J.",Cambridge Capital LLC - Operating Partner,"Asbury Automotive Group, Inc. (NYSE:ABG) (Ryan-Berman, Bridget M.), Hertz Global Holdings, Inc. (NYSE:HTZ) (Levinson, Linda Fayne), Hotwire, Inc. (Bonderman, David ), Southern Company Gas (Bell, Thomas D.), The Hertz Corporation (Levinson, Linda Fayne)"
"Durheim, Rich","Blue Yonder Group, Inc. - Former Chief Executive Officer","JDA Software Group, Inc. (Klinsky, Steven Bruce)"
"Dürheimer, Wolfgang ","Penske Automotive Group, Inc. - Independent Director","Penske Automotive Group, Inc. (NYSE:PAG) (Penske, Roger S.)"
"Durity, G. Harry","New Mountain Partners III, L.P. - Senior Advisor","OptumRx PBM Of Illinois, Inc. (Klinsky, Steven Bruce)"
"Durocher, Renée",SoulCycle Inc. - Director,"SoulCycle Inc. (Drexler, Millard S.), SoulCycle Inc. (Rosen, Scott M.)"
"Durrett, Joseph P.","Vertro, Inc. - Director","Information Resources, Inc. (Klinsky, Steven Bruce)"
"Duszak CPA, Richard Leonard",KPMG LLP - Former Audit Partner,"Global Indemnity Limited (NasdaqGS:GBLI) (Leat, Chad A.)"
"Dutta, Rajiv ",eBay Inc.,"eBay Inc. (NasdaqGS:EBAY) (Andreessen, Marc Lowell), eBay Inc. (NasdaqGS:EBAY) (Swette, Brian Thomas), Palm, Inc. (Homer, Michael)"
"Dutta, Rono J.",Convalt Energy LLC - Co-Founder and Managing Director,"US Airways Group, Inc. (Coulter, James George)"
"Dutton, Marcy ",Composite Software LLC - Vice President of Finance and Operations,"Composite Software LLC (Simoudis, Evangelos)"
"Duval, David","Falconhead Capital, LLC - Member of Advisory Board","Falconhead Capital, LLC (McCormack, Mark H.)"
"Duzan, Stephen A.","Vubiquity, Inc. - Former Director","Vubiquity, Inc. (Levinsohn, Ross B.)"
"D'Vorkin, Lewis ",True/Slant Inc. - Founder and Chief Executive Officer,"Los Angeles Times Communications, LLC (Levinsohn, Ross B.)"
"Dvorkovich, Arkady Vladimirovich",Joint stock company Russian Agricultural Bank - Member of the Supervisory Board,"VTB Bank (public joint-stock company) (LSE:VTBR) (Bonderman, David )"
"Dwyer, Jon","FatTail, Inc. - Co-Founder","FatTail, Inc. (Levinsohn, Ross B.)"
"Dyer III, Thomas B.","DataPath, Inc. - Chairman, Chief Executive Officer and President","DataPath, Inc. (Davis, Chris A.)"
"Dyer, Alexander P.",Mauser Packaging Solutions - Former Director,"BWAY Corporation (Copans, Richard H.)"
"Dyer, David F.","Valassis Direct Mail, Inc. - Director","Chico's FAS, Inc. (NYSE:CHS) (Burden, John W.), Zale Corporation (Burman, Terry Lee)"
"Dyess, Kirby A.",Prolifiq Software Inc. - Chairman,"Portland General Electric Company (NYSE:POR) (Bonderman, David )"
"Dykes, Ronald M.","Saint Joseph's Health System, Inc. - Director","Restaurant Brands International Inc. (NYSE:QSR) (Bonderman, David ), Restaurant Brands International Inc. (NYSE:QSR) (Boyce, Richard W.), Restaurant Brands International Inc. (NYSE:QSR) (Brenneman, Gregory Dean), Restaurant Brands International Inc. (NYSE:QSR) (Swette, Brian Thomas)"
"Dykstra, Karen E.","VMware, Inc. - Independent Director","Automatic Data Processing, Inc. (NasdaqGS:ADP) (Brenneman, Gregory Dean), Automatic Data Processing, Inc. (NasdaqGS:ADP) (Weston, Josh S.)"
"Dykstra, Peter","Narrative Content Group, LLC - Member of the Advisory Board","Narrative Content Group. (Bell, Thomas D.)"
"Dyne, Mark ","Europlay Capital Advisors, LLC - Chairman, Chief Executive Officer and Managing Director","Joost Operations SA (Volpi, Michelangelo A. ), Skype Global S.à r.l. (Andreessen, Marc Lowell), Skype Global S.à r.l. (Horowitz, Benjamin A.), Skype S.à r.l. (Andreessen, Marc Lowell), Skype S.à r.l. (Horowitz, Benjamin A.)"
"Dyson, Esther ","New Europe Ventures, LLC - Strategic Advisor","Factual Inc. (Horowitz, Benjamin A.), FON Technology, S.L. (Volpi, Michelangelo A. ), Meetup, Inc. (Stavropoulos, Andreas )"
"Dyson, Robert R.",The Dyson-Kissner-Moran Corporation - Chairman and Chief Executive Officer,"International Speedway Corporation (NasdaqGS:ISCA) (Penske, Roger S.)"
"Dzau, Victor J.",Institute of Medicine - President,"PepsiCo, Inc. (NasdaqGS:PEP) (Boyce, Richard W.)"
"Dzierzbinski, Danusia ",International Rescue Committee - Former Acting Co-Chief Financial Officer,"International Rescue Committee (Forstmann, Theodore J.), International Rescue Committee (Kissinger, Henry Alfred), International Rescue Committee (Weston, Josh S.)"
"Dzura, Michael D.","GNC Holdings, Inc. - Former Executive Vice President of Operations","GNC Holdings, Inc. (NYSE:GNC) (Archbold, Michael G.), GNC Holdings, Inc. (NYSE:GNC) (Hines, Michael F.)"
"Eades, Timothy D.","vArmour Networks, Inc. - Chief Executive Officer","TrustedID, Inc. (Stavropoulos, Andreas )"
"Eadie, Graeme McAllister",Canada Pension Plan Investment Board - Adviser,"Neiman Marcus Group LTD LLC (Brotman, Adam B.), Neiman Marcus Group, Inc. (Brotman, Adam B.), Neiman Marcus Group, Inc. (Coslet, Jonathan J.), Neiman Marcus Group, Inc. (Coulter, James George), Neiman Marcus Group, Inc. (Danhakl, John G.) and 1 Other Connection"
"Earhart, Cynthia C.",Norfolk Southern Corporation - Former Executive VP & CFO,"Norfolk Southern Corporation (NYSE:NSC) (Bell, Thomas D.)"
"Earley Jr., Anthony F.",Ford Motor Company - Lead Independent Director,"Business Leaders for Michigan (Penske, Roger S.), Invest Detroit (Penske, Roger S.)"
"Easley, Rob",Rite Aid Corporation - Former Chief Operating Officer,"Rite Aid Corporation (NYSE:RAD) (Danhakl, John G.), Rite Aid Corporation (NYSE:RAD) (Sloan, Stuart M.), Rite Aid Corporation (NYSE:RAD) (Sokoloff, Jonathan D.)"
"Easter III, William H.","Delta Air Lines, Inc. - Independent Director","Baker Hughes, a GE company, LLC (Brenneman, Gregory Dean)"
"Eastham, Stephen C.","Strategic Education, Inc. - Former Director","Strategic Education, Inc. (NasdaqGS:STRA) (Klinsky, Steven Bruce)"
"Eastman, Jodie",International Rescue Committee - Director,"International Rescue Committee (Forstmann, Theodore J.), International Rescue Committee (Kissinger, Henry Alfred), International Rescue Committee (Weston, Josh S.)"
"Easton, James L.","Jas. D. Easton, Inc. - Chairman and Chief Executive Officer","Ambassadors Group Inc. (Frey, Dale F.)"
"Eastwood A.M., T. R.",Qantas Airways Limited - Former Non-Executive Director,"Qantas Airways Limited (ASX:QAN) (Bonderman, David )"
"Eaton, J. Stephen","Centennial Healthcare Properties Corporation, LLC - Founder","Emory Healthcare, Inc. (Bell, Thomas D.)"
"Eaton, Rick","UpCompany, Inc. - Chief Financial Officer","TheLadders.com, Inc. (Swette, Brian Thomas)"
"Eaton, Robert J.","GDI Infotech, Inc. - Director","HCI Equity Partners (Chabraja, Nicholas D.), HCI Equity Partners (Lewis, Andrew )"
"Eatwell, John",Warburg Pincus LLC - Senior Advisor and Member of European Advisory Board,"Warburg Pincus LLC (Frey, Dale F.)"
"Ebbel, Matthew C.","Skyknight Capital, L.P. - Managing Partner","Information Resources, Inc. (Klinsky, Steven Bruce)"
"Eberhart, H. Paulett",Anadarko Petroleum Corporation - Lead Director,"LPL Financial Holdings Inc. (NasdaqGS:LPLA) (Boyce, Richard W.)"
"Eberhart, Paulett ","LPL Holdings, Inc. - Director","LPL Financial LLC (Boyce, Richard W.), LPL Holdings, Inc. (Boyce, Richard W.)"
"Eberhart, Ralph Edward",Armed Forces Benefit Association - Chairman of Board,"Collins Aerospace (Davis, Chris A.), DataPath, Inc. (Davis, Chris A.), Jacobs Engineering Group Inc. (NYSE:JEC) (Levinson, Linda Fayne)"
"Eberli, Bruno",Christie's Inc. - Member of American Advisory Board,"Christie's Inc. (De Rothschild, Lynn Forester), Christie's International SA (De Rothschild, Lynn Forester)"
"Eberlin, Jim ","Gainsight, Inc. - Founder and President","Host Analytics, Inc. (Simoudis, Evangelos), Synapse Partners (Simoudis, Evangelos)"
"Ebers, Anthony L.",Mr. Cooper Group Inc. - Executive VP & COO,"Mr. Cooper Group Inc. (NasdaqCM:COOP) (Bonderman, David )"
"Ebersman, David A.","Lyra Health, Inc. - Co-Founder, President, Chairman, CEO, CFO, Treasurer & Director","Facebook, Inc. (NasdaqGS:FB) (Andreessen, Marc Lowell), Genentech, Inc. (Levinson, Linda Fayne)"
