"Lisa  Gersh > Martha Stewart Living Omnimedia, Inc. > Relationship GridFilter Options: Board Members and Key Executives with Personal Relationships (Including Priors)",,
,,
1st Degree Table: 153 Connections,,
"Fan, Ren-Da ",RBS HG (UK) Limited - Senior Vice President,"AsiaTech Ventures Limited (Chang, Gareth C. C.)"
"Fanelli, Germano ","SolFocus Europe, Inc. - Director","Arrow Electronics, Inc. (NYSE:ARW) (Reilly, Paul J.)"
"Fang Esq., Neil B.",The Humane Society of the United States - Director,"The Humane Society of the United States (Patrick, Sharon Lee)"
"Fanjul Martín, Óscar ","Omega Capital, S.L. - Chief Executive Officer and Vice Chairman","Lafarge Canada Inc. (Malone, Claudine Berkeley), Lafarge S.A. (Stern, Paula )"
"Fanning, John W.","NetCapital.com, LLC - Chief Technology Officer and Chairman","Napster Inc. (Boyko, Richard J.)"
"Fanzilli Jr., Frank J.",Robert Frances Group - Strategic Consulting Partner,"Avaya Inc. (Stern, Paula )"
"Farah, Roger N.",Tiffany & Co. - Independent Chairman of the Board,"CVS Health Corporation (NYSE:CVS) (Verrecchia, Alfred Joseph), Kate Spade & Company (Martinez, Arthur C.), Macy's, Inc. (NYSE:M) (Sachse, Peter R.), Toys ""R"" Us, Inc. (Goldstein, Michael )"
"Farber, David J.","National LambdaRail, Inc. - Chief Scientific Officer and Director","AppDirect Canada Inc. (Santer, Michael A.)"
"Farber, Erica",Radio Advertising Bureau Inc. - Chief Executive Officer and President,"The Advertising Council, Inc. (Abraham, Magid M.), The Advertising Council, Inc. (Baum, Herbert M.), The Advertising Council, Inc. (Kelly, Michael J.), The Advertising Council, Inc. (Kenny, David W.), The Advertising Council, Inc. (Matta, Serge ) and 3 Other Connections"
"Farbman, Andrew V.","Farbman Group, LLC - Chief Executive Officer, President and Chief Executive Officer of Brokerage","Outdoor Hub, LLC (Stoddart, Richard S.)"
"Farbman, David S.","Farbman Group, LLC - Partner","Outdoor Hub, LLC (Stoddart, Richard S.)"
"Farbman, Seth ","J.Crew Group, Inc. - Director","J.Crew Group, Inc. (Beers, Charlotte L.)"
"Farias-Eisner, Robin",Biophysical Corporation - Member of Medical Advisory Board,"Cue Inc. (Pishevar, Shervin Kordary)"
"Farin, Jeff","The Advertising Council, Inc. - Director","The Advertising Council, Inc. (Abraham, Magid M.), The Advertising Council, Inc. (Baum, Herbert M.), The Advertising Council, Inc. (Kelly, Michael J.), The Advertising Council, Inc. (Kenny, David W.), The Advertising Council, Inc. (Matta, Serge ) and 3 Other Connections"
"Faris, Ronald M.",Ocwen Financial Corporation - Former President & CEO,"Ocwen Federal Bank FSB (Korn, Ronald J.), Ocwen Financial Corporation (NYSE:OCN) (Korn, Ronald J.)"
"Farkouh, Frank C.",Mount Sinai Beth Israel - Trustee,"Continuum Health Partners, Inc. (Batkin, Alan R.), Mount Sinai Beth Israel (Batkin, Alan R.)"
"Farley Jr., James D.",Ford Motor Company - Chief Operating Officer,"The Advertising Council, Inc. (Abraham, Magid M.), The Advertising Council, Inc. (Baum, Herbert M.), The Advertising Council, Inc. (Kelly, Michael J.), The Advertising Council, Inc. (Kenny, David W.), The Advertising Council, Inc. (Matta, Serge ) and 3 Other Connections"
"Farley, Katherine G.","Tishman Speyer Properties, L.P. - Senior Managing Director of Brazil, China and Global Corporate Marketing","International Rescue Committee (Batkin, Alan R.), Lincoln Center for the Performing Arts, Inc. (Spielvogel, Carl )"
"Farley, Thomas W.","Far Point Acquisition Corporation - Chairman, CEO & President","The Partnership for New York City, Inc. (Laybourne, Geraldine B.)"
"Farley, William F.","Star Tribune Media Company, LLC - Director","Harte Hanks, Inc. (NYSE:HHS) (Kerrest, Jacques D.)"
"Farlinger, William A.",Clarkson Cordon Services Ltd - Former Chief Executive Officer and Chairman,"CIT Group Inc. (NYSE:CIT) (Lyne, Susan M.), CIT Holdings, LLC (Lyne, Susan M.)"
"Farmer, Ronald Harold",Mosaic Capital Partners - Managing Director,"Bausch Health Companies Inc. (NYSE:BHC) (Ubben, Jeffrey Williams)"
"Faroudja, Ives",Himax Display (USA) Inc. - Member of Advisory Board,"Himax Display (USA) Inc. (Doerr, L. John)"
"Farr, Gavin Malloy","Chevy Chase Bank, N.A. - Former Director","Chevy Chase Bank, N.A. (Kay, David B.)"
"Farr, George L.","Covanta Energy, LLC - Former Chairman","Finastra Group Holdings Limited (Ubben, Jeffrey Williams)"
"Farr, Judd B.","The South Financial Group, Inc. - Former Director","The South Financial Group, Inc. (Moore, Darla Dee)"
"Farrar, John","Brand.net, Inc. - Former President and General Manager","Brand.net, Inc. (Garrick, George R.)"
"Farrell, James T.",Calera Capital - Managing Partner & Member of the General Partner,"Acelity L.P. Inc. (Ubben, Jeffrey Williams)"
"Farrell, Mary C.",W. R. Berkley Corporation - Independent Director,"Yale-New Haven Health Services Corporation (Martinez, Arthur C.)"
"Farrell, Patrick",Charitybuzz Inc. - Chief Operating Officer,"Charitybuzz Inc. (Sachse, Peter R.)"
"Farrell, W. James",TPG Growth - Advisor,"Abbott Laboratories (NYSE:ABT) (Greenberg, Jack M.), Sears, Roebuck and Co. (Martinez, Arthur C.), The Allstate Corporation (NYSE:ALL) (Greenberg, Jack M.), United Continental Holdings, Inc. (NasdaqGS:UAL) (Philip, Edward Michael)"
"Farrington, Hugh G.","Delhaize America, LLC - Manager of Food Lion, Director, Director - Hannaford Bros & Director of Kash N Karry","Hannaford Bros. Co., LLC (Malone, Claudine Berkeley)"
"Farshchi, Shawn ","Aviso, Inc. - Chief Executive Officer of Saba Software and President of Saba Software","Support.com, Inc. (NasdaqCM:SPRT) (Golden, Bruce )"
"Fasano, James A.","Canada Pension Plan Investment Board - MD & Head of Portfolio Strategy, Private Equity","Acelity L.P. Inc. (Ubben, Jeffrey Williams), IQVIA Holdings Inc. (NYSE:IQV) (Greenberg, Jack M.)"
"Fasciano Ph.D., Mark ","General Sentiment, Inc. - Co-Founder and Chairman","Accelerate Long Island, Inc. (Guthart, Leo A.)"
"Fascitelli, Michael D.",Vornado Realty Trust - Independent Trustee,"Toys ""R"" Us, Inc. (Goldstein, Michael )"
"Fast Esq., Robert E.","John Hancock Financial Services, Inc. - Former Director","John Hancock Financial Services, Inc. (Connors, John M.), John Hancock Life Insurance Company, Inc. (Connors, John M.)"
"Faster, Walter W.",Mentor Worldwide LLC - Independent Director,"Mentor Worldwide LLC (Ubben, Jeffrey Williams)"
"Faugno, David ",Qualtrics LLC - Chief Financial Officer,"Beepi, Inc. (Pishevar, Shervin Kordary)"
"Faulkner, Craig D.",Invictus Financial Inc. - Former Director,"Invictus Financial Inc. (OTCPK:IVFZ.F) (Scardino, Janet)"
"Faura Batlle, Joaquim","Terra Networks, S.A. - Former Executive Chairman, Chief Executive Officer and President","Terra Networks, S.A. (Philip, Edward Michael)"
"Faust, Drew Gilpin",Harvard Corporation - Former President,"Staples, Inc. (Anderson, Basil L.)"
"Faust, Marcus","Marvel Entertainment, LLC - Chief Financial Officer","Marvel Entertainment, LLC (West, Kenneth P.)"
"Favaro, Kenneth R.","Marakon Associates, Inc. - Chief Executive Officer","Marakon Associates, Inc. (Martinez, Arthur C.)"
"Fawaz, Marwan H.",Luminari Capital - Advisor,"Shutterfly, Inc. (NasdaqGS:SFLY) (Zeisser, Michael P.)"
"Fawcett, John J.",CIT Group Inc. - Executive VP & CFO,"CIT Group Inc. (NYSE:CIT) (Lyne, Susan M.), Citizens Bank, National Association (Segal, Eli J.)"
"Fay, John F.",INTTRA Inc. - Chief Executive Officer and Director,"INTTRA Inc. (Ganek, Jeffrey E.)"
"Fay, Sarah ",Glasswing Ventures - Managing Director,"Celtra Inc. (Kelly, Michael J.), ColSpace Corporation (Kelly, Michael J.), TheStreet, Inc. (NasdaqCM:TST) (Wilson, Frederick R.)"
"Fayard, Gary P.",Coca-Cola Interamerican Corporation - Senior Vice President and Chief Financial Officer,"The Coca-Cola Company (NYSE:KO) (Biondi, Frank J.)"
"Fazzano, Louis A.",Lifespan Corporation - Former Director,"Lifespan Corporation (Verrecchia, Alfred Joseph)"
"Fazzano, Mary Louise",The Providence Mutual Fire Insurance Company - Director,"Refugees International (Hassenfeld, Alan G.)"
"Feagin, Alan Wayne","Columbian Mutual Life Insurance Company, Inc. - Director","Union Security Insurance Company (Reilly, Paul J.)"
"Feather, Rick","Tousa Homes, Inc. - Former Director","Tousa Homes, Inc. (Korn, Ronald J.)"
"Feder, Allan A.","The Topps Company, Inc. - Lead Director","The Topps Company, Inc. (Mueller, John P.)"
"Federman M.D., Daniel","Navigenics, Inc. - Member of Clinical Advisory Board","Navigenics, Inc. (Doerr, L. John)"
"Federman, John H.",Dailybreak Inc. - Executive Chairman,"RichRelevance, Inc. (Fradin, Russell)"
"Federov, Boris",Rolls-Royce Holdings plc - Former Member of International Advisory Board,"Rolls-Royce Holdings plc (LSE:RR.) (Singer, Bradley Eric)"
"Fedorko, Thomas","Luminary Micro, Inc. - Vice President of Operations","Luminary Micro, Inc. (Berman, Thomas D.)"
"Fedorov Ph.D., B.","UFG Asset Management - Former Co-Founder, Senior Managing Partner, and Chairman","Rolls-Royce Holdings plc (LSE:RR.) (Singer, Bradley Eric)"
"Feeney, John Michael",Sims Limited - Former Independent Non-Executive Director,"Sims Metal Management Limited (ASX:SGM) (Dienst, Daniel W.)"
"Feeney, Shane D.",Canada Pension Plan Investment Board - Senior MD & Global Head of Private Equity,"Neiman Marcus Group, Inc. (Stern, Paula )"
"Feeny, Curtis F.",Silicon Valley Data Capital - Managing Director,"Staples, Inc. (Anderson, Basil L.)"
"Feffer, David ","Polpar S.A. - Chairman of the Board, Chief Executive Officer and Member of the Executive Officers Board","Lafarge S.A. (Stern, Paula ), UNACEM Ecuador S.A. (Stern, Paula )"
"Fegan, Michael J.",Bank Leumi USA - Former Chief Operations & Technology Officer,"Bank Leumi USA (Goldstein, Michael )"
"Feigelson M.D., Eugene","Continuum Health Partners, Inc. - Former Trustee","Continuum Health Partners, Inc. (Batkin, Alan R.)"
"Feigenson, Andrew","Simmons Research, Inc. - Chief Executive Officer","Simmons Research, Inc. (Engel, William E.), Simmons Research, Inc. (Livek, William P.)"
"Feimer, Nick ","M-Factor, Inc. - Former Member of Advisory Board","M-Factor, Inc. (Garrick, George R.)"
"Feinberg, Henry J.",Maxim Revenue Management Solutions - Chairman,"CosmoCom, Inc. (Guthart, Leo A.)"
"Feinberg, Hillel Arnold",Hilltop Securities Inc. - Chairman Emeritus & Non-Voting Director,"Hilltop Securities Inc. (Peterson, Robert Wayne)"
"Feinberg, Stephen Andrew","Cerberus Capital Management, L.P. - Co-Founder, Co-CEO & Senior MD","Ally Financial Inc. (NYSE:ALLY) (Steib, Michael F.)"
"Feingold, Orrin ","MedPod, Inc. - Executive Director","MultiPlan, Inc. (Goldstein, Michael )"
"Feintuch, Richard D.","J.Crew Group, Inc. - Director","J.Crew Group, Inc. (Beers, Charlotte L.)"
"Fekrat, Norman ",Lemko Corporation - Chief Strategy & Revenue Officer and Member of Advisory Board,"Razorsight Corporation (Gottesman, Patricia A.)"
"Feld, Bradley A.",Techstars Central LLC - Co- Founder & Member of Board of Directors,"NewCo Platform, Inc. (Wilson, Frederick R.), Return Path, Inc. (Wilson, Frederick R.), Zynga Inc. (NasdaqGS:ZNGA) (Doerr, L. John)"
"Feld, Peter Alexander","Starboard Value LP - Managing Member, Head of Research & Portfolio Manager","Insperity, Inc. (NYSE:NSP) (McKenna-Doyle, Michelle Robinette), Symantec Corporation (NasdaqGS:SYMC) (Doerr, L. John), Symantec Corporation (NasdaqGS:SYMC) (Fuller, Dale L.), Symantec Corporation (NasdaqGS:SYMC) (Laybourne, Geraldine B.)"
"Feldberg, Meyer","Welsh, Carson, Anderson & Stowe - Advisory Director","Macy's, Inc. (NYSE:M) (Sachse, Peter R.), Revlon, Inc. (NYSE:REV) (Stewart, Martha )"
"Felder IV, William Davis",Hilltop Securities Inc. - Former President & CEO,"Hilltop Securities Inc. (Peterson, Robert Wayne), Hilltop Securities Inc. (Peterson, Robert Wayne), SWS Group, Inc. (Peterson, Robert Wayne)"
"Feldman Ph.D., Ronen","Digital Trowel (Israel) Ltd. - Co-Founder, Chief Scientist and Director","Digital Trowel (Israel) Ltd. (Peirez, Joshua L.), MutualArt Group (Millard, Wenda Harris)"
"Feldman, Alan D.","Foot Locker, Inc. - Independent Director","Midas, Inc. (Baum, Herbert M.)"
"Feldman, Josh","Flipagram, Inc. - Co-Founder","Flipagram, Inc. (Doerr, L. John)"
"Feldman, Kirsten J.","Environmental Defense Fund, Inc. - Trustee","Environmental Defense Fund, Inc. (Rosenwald, E. John)"
"Feldman, Konrad ",Quantcast Corporation - Co-Founder & CEO,"Quantcast Corporation (Kelly, Michael J.), The Advertising Council, Inc. (Abraham, Magid M.), The Advertising Council, Inc. (Baum, Herbert M.), The Advertising Council, Inc. (Kelly, Michael J.), The Advertising Council, Inc. (Kenny, David W.) and 4 Other Connections"
"Feldman, Sandra",International Rescue Committee - Director,"International Rescue Committee (Batkin, Alan R.)"
"Feldman, Steven M.","Barneys New York, Inc. - Chief Financial Officer, Principal Accounting Officer, Executive Vice President and Controller","Barneys New York, Inc. (Spielvogel, Carl )"
"Feldstein Ph.D., Martin S.","Council on Foreign Relations, Inc. - Director","American International Group, Inc. (NYSE:AIG) (Martinez, Arthur C.)"
"Feldstein, Edward",Lifespan Corporation - Director,"Lifespan Corporation (Verrecchia, Alfred Joseph)"
"Feldstein, Eric Ansel",Health Care Service Corporation - Former Senior VP & CFO,"Ally Financial Inc. (NYSE:ALLY) (Steib, Michael F.), Eton Park Capital Management, L.P. (Batkin, Alan R.)"
"Felipe, Keith San","TubeMogul, Inc. - Vice President, Treasurer and Director","TubeMogul, Inc. (Fradin, Russell)"
"Fellah MBA, Adlane",Clearwire Corporation - Former Chief Executive Officer and President,"Clearwire Corporation (Cochran, Hope F.)"
"Fellows, George ",Revlon Holdings LLC - Former Director,"Investcorp Bank B.S.C. (BAX:INVCORP) (Zecher, Linda K.), REV Holdings LLC (Slotkin, Todd J.), Revlon Holdings LLC (Slotkin, Todd J.)"
"Felsenthal CFA, Martin Robert",Health Velocity Capital - Managing Partner & Partner,"Teladoc Health, Inc. (NYSE:TDOC) (Goldstein, Michael )"
"Felsenthal, Edward",TI Gotham Inc. - Editor-in-Chief,"Time Inc. (Zeisser, Michael P.)"
"Felsher, Steven G.",Quadrangle Group LLC - Senior Advisor,"NTELOS Holdings Corp. (Elliott, Jerry V.), SITO Mobile, Ltd. (NasdaqCM:SITO) (Rosenthal, Brent D.)"
"Felsinger, Donald E.",Northrop Grumman Corporation - Lead Independent Director,"Committee Encouraging Corporate Philanthropy (Hassenfeld, Alan G.)"
"Feltheimer, Jon ",Lions Gate Entertainment Corp. - CEO & Director,"CinemaNow Corporation (Burns, Michael R.), Lions Gate Entertainment Corp. (NYSE:LGF.A) (Burns, Michael R.), Lions Gate UK Limited (Burns, Michael R.)"
"Femina, Jerry Della",Della Femina Rothschild Jeary and Partners Advertising - Chairman of the Board and Chief Executive Officer,"NYC2012, Inc. (Stewart, Martha )"
"Feng, Allen",DDI Industry International Beijing Co. Ltd. - President,"Taronis Technologies, Inc. (NasdaqCM:MNGA) (Kerrest, Jacques D.)"
"Feng, Eric ",Packagd Corp. - Founder and Chief Executive Officer,"Erly, Inc. (Doerr, L. John)"
"Feng, Xiao ","Bosera Asset Management Co., Ltd. - Vice Chairman of the Board, President, Chief Executive Officer and Founder","China Ceramics Co., Ltd. (NasdaqCM:CCCL) (Hassenfeld, Alan G.), China Holdings Acquisition Corp. (Hassenfeld, Alan G.)"
"Fenical Ph.D., William H.","Nereus Pharmaceuticals, Inc. - Scientific Co-Founder","Amyris, Inc. (NasdaqGS:AMRS) (Doerr, L. John)"
"Fennebresque, Kim Samuel","Cowen Holdings, Inc. - Senior Advisor","Ally Financial Inc. (NYSE:ALLY) (Steib, Michael F.)"
"Fenton, Dennis M.",Hospira Inc. - Independent Director,"Amgen Inc. (NasdaqGS:AMGN) (Biondi, Frank J.)"
"Fenton, Lee Daniel",Gamesys Limited - Chief Executive Officer and Director,"Millennial Media Inc. (Millard, Wenda Harris)"
"Fenton, Peter H.",Benchmark - General Partner & Partner,"New Relic, Inc. (NYSE:NEWR) (Cochran, Hope F.), Twitter, Inc. (NYSE:TWTR) (Wilson, Frederick R.), Yelp Inc. (NYSE:YELP) (Baker, Charles C.), Yelp Inc. (NYSE:YELP) (Irvine, Diane M.)"
"Fenton, Timothy J.",McDonald's Corporation - Former Chief Operating Officer,"McDonald's Corporation (NYSE:MCD) (Greenberg, Jack M.)"
"Fenucci, Claudio ",Bologna Football Club 1909 S.p.A. - Chief Executive Officer,"A.S. Roma S.P.A. (BIT:ASR) (Beers, Charlotte L.)"
"Ferber, John B.","Bidtellect, Inc. - Co-Founder and Chairman","Videology, Inc. (Tarpey, Kenneth J.)"
"Ferber, Scott A.","Videology, Inc. - Former Founder, Chairman and Chief Executive Officer","Videology, Inc. (Tarpey, Kenneth J.)"
"Ferenbach III, Carl ",Berkshire Partners LLC - Senior Advisor,"Environmental Defense Fund, Inc. (Rosenwald, E. John)"
"Ferer, Christine A.",92nd Street Y - Director,"The National September 11 Memorial & Museum at the World Trade Center Foundation, Inc. (Rosenwald, E. John)"
"Ferguson Jr., Roger Walton","Teachers Insurance and Annuity Association of America - President, CEO & Trustee","Alphabet Inc. (NasdaqGS:GOOG.L) (Doerr, L. John), Google LLC (Doerr, L. John), International Flavors & Fragrances Inc. (NYSE:IFF) (Martinez, Arthur C.), The Partnership for New York City, Inc. (Laybourne, Geraldine B.)"
"Ferguson, Bruce W.","GalleryPlayer, Inc. - Former Member of Advisory Board","MutualArt Group (Millard, Wenda Harris)"
"Ferguson, Corinne","City Year, Inc. - Former Trustee","City Year, Inc. (Segal, Eli J.)"
"Ferguson, Diana S.",Cleveland Avenue LLC - Chief Financial Officer,"Frontier Communications Corporation (NasdaqGS:FTR) (Elliott, Jerry V.), Frontier Communications Corporation (NasdaqGS:FTR) (Singer, Bradley Eric)"
"Ferguson, Gary B.","JRG Ventures, LLC - Member of Health Technology Advisory Board","ClearPractice LLC (Doerr, L. John)"
"Ferguson, Glen ",Culligan International Company - Chief Financial Officer,"Culligan International Company (Spielvogel, Carl )"
"Ferguson, Glenn W.","Lincoln Center for the Performing Arts, Inc. - Former President","Lincoln Center for the Performing Arts, Inc. (Spielvogel, Carl )"
"Ferguson, Jeff","Weather Underground, LLC - Director","Weather Underground, LLC (Kenny, David W.)"
"Ferguson, Larry ",Tri-Artisan Acquisition Corp. - Member of the Advisory Board,"Tri-Artisan Acquisition Corp. (Goldstein, Michael )"
"Ferguson, Mark","Generation Investment Management LLP - Co-Founder, Co-Chief Investment Officer and Partner","Generation Investment Management LLP (Doerr, L. John)"
"Ferguson, R. David","AVG Technologies CZ, s.r.o. - Former President and General Manager of Asia Pacific","AVG Technologies CZ, s.r.o. (Fuller, Dale L.)"
"Ferguson, Rodney A.",Panorama Capital - Managing Director and Co-Founder,"Hercules Capital, Inc. (NYSE:HTGC) (Harris, Mark Robert)"
"Ferguson, Tim","Next Street Financial LLC - Founder, Chairman, and Managing Partner","Initiative for a Competitive Inner City (Segal, Eli J.)"
