Joseph Saul Steinberg > Jefferies Financial Group Inc. (NYSE:JEF) > Relationship GridFilter Options: Board Members and Key Executives with Personal Relationships (Including Priors),,
,,
1st Degree Table: 329 Connections,,
"Charnow, Seth H.","D. E. Shaw & Co., L.P. - Managing Director of Credit Opportunities","DBM Global Inc. (OTCPK:DBMG) (Falcone, Philip Alan), DBM Global Inc. (OTCPK:DBMG) (Hladek, Keith Michael), DBM Global Inc. (OTCPK:DBMG) (Sena, Michael J.), FXI, Inc. (Davis, Eugene Irwin), FXI, Inc. (Hudgins, Thomas M.) and 1 Other Connection"
"Charron, Paul R.",Warburg Pincus LLC - Senior Advisor and a Member of U.S. Advisory Board,"New York City Investment Fund Manager, Inc. (Ruch, Joshua ), The Partnership for New York City, Inc. (Robinson, James D.), Warburg Pincus LLC (Tanner, David Allen)"
"Chartrand, Gary R.","Acosta, Inc. - Former Executive Chairman","Acosta, Inc. (Schoen, Scott A.)"
"Charych, Hal",Global Payment Technologies Inc. - Former Senior Vice President of Engineering & Operations,"Global Payment Technologies Inc. (OTCPK:GPTX) (Killian, Raymond L.)"
"Chase, Debra Martin","New York City Ballet, Inc. - Director","New York City Ballet, Inc. (Gilmartin, MaryAnne )"
"Chase, Rodney Frank",Nalco Finance Holdings LLC - Director,"Diageo plc (LSE:DGE) (Hollick, Clive R.), Hess Corporation (NYSE:HES) (Holiday, Edith E.), Hess Corporation (NYSE:HES) (Olson, Frank A.), Nalco Company LLC (Chu, Chinh E.), Nalco Finance Holdings LLC (Chu, Chinh E.) and 3 Other Connections"
"Chasman, Marc",Lennar Corporation - Former Regional President of Lennar Homebuilding,"BMC Stock Holdings, Inc. (NasdaqGS:BMCH) (Davis, Eugene Irwin)"
"Chateau, Cédric ",Advent International Corporation - President and Managing Director,"IDEMIA France SAS (Bourigeaud, Bernard André Joseph), Oberthur Technologies Group S.A.S. (Bourigeaud, Bernard André Joseph)"
"Chatelain, Guy ",OSE Immunotherapeutics SA - Former Director,"OSE Immunotherapeutics SA (ENXTPA:OSE) (Pélisson, Gilles Christian Gérard)"
"Chatelin M.D., Alain ",OSE Immunotherapeutics SA - Medical Director and Member of the Scientific Board,"OSE Immunotherapeutics SA (ENXTPA:OSE) (Pélisson, Gilles Christian Gérard)"
"Chatfield, Neil Gregory",Atomos Limited - Advisor to the Board,"Whitehaven Coal Limited (ASX:WHC) (Frankcombe, Jamie R.)"
"Chatila, Ahmad R.","GlobalWafers Singapore Pte. Ltd. - Chief Executive Officer of Sunedison Inc, President of Sunedison Inc and Director of Sunedison Inc","Sun Edison LLC (Luterman, Gerald )"
"Chatonsky, Stéphane",LeapFrog Investments - Member of Advisory Board,"LeapFrog Investments (Byrne, Mark J.)"
"Chatterjee Ph.D., Pallab K.","Symphony Technology Group, LLC - Managing Director and Operating Partner","HARMAN Connected Services Corporation (Smith, Warren C.), i2 Technologies, Inc. (Diament, Michael S.)"
"Chatterley, Bruce A.","Senet, Inc. - CEO, President & Director","Clearwire Corporation (Ianna, Frank )"
"Chattock, Richard M.M.",Paladin Underwriting Agency Ltd. - Executive Director,"Endurance at Lloyd's Limited (Paquette, Michael Scott)"
"Chaudhry, A. Hadi","MTBC, Inc. - President & Director","MTBC, Inc. (NasdaqCM:MTBC) (Clark, Howard L.)"
"Chaudhry, Pradeep",HARMAN Connected Services Corporation - Senior Vice President of Finance,"HARMAN Connected Services Corporation (Smith, Warren C.)"
"Chauvel, Guy",JWT Paris - Chairman and Chief Executive Officer,"TowerBrook Capital Partners L.P. (Gilbert, Steven J.), TowerBrook Capital Partners L.P. (Gladstein, Gary S.)"
"Chay, Rod",Citadel Enterprise Americas LLC - Senior Analyst,"ION Media Networks, Inc. (Davis, Eugene Irwin)"
"Chazen, Jerome A.","Chazen Capital Partners, LLC - Founder and Chairman","New York City Investment Fund Manager, Inc. (Ruch, Joshua )"
"Chazen, Stephen I.","Magnolia Oil & Gas Corporation - President, Chairman & CEO","Mr. Cooper Group Inc. (NasdaqCM:COOP) (Davis, Eugene Irwin), The Williams Companies, Inc. (NYSE:WMB) (Bailey, Keith E.), The Williams Companies, Inc. (NYSE:WMB) (Malcolm, Steven J.), The Williams Companies, Inc. (NYSE:WMB) (Meinig, Peter C.), Williams Partners L.P. (Malcolm, Steven J.)"
"Cheadle, Abigail ",QANTM Intellectual Property Limited - Independent Non-Executive Director,"Isentia Group Limited (ASX:ISD) (Raby, Geoffrey William)"
"Chearavanont, Soopakij ",C.P. Lotus Corporation - Chairman,"Global Cloud Xchange Limited (Davis, Eugene Irwin)"
"Checketts, David W.",SCP Worldwide LLC - Founder and Chairman of the Board,"McLeodUSA, LLC (Davis, Eugene Irwin), TowerBrook Capital Partners L.P. (Gilbert, Steven J.), TowerBrook Capital Partners L.P. (Gladstein, Gary S.)"
"Checki, Terrence J.",Hess Corporation - Independent Director,"Franklin Universal Trust (NYSE:FT) (Choksi, Mary Claire), Franklin Universal Trust (NYSE:FT) (Holiday, Edith E.), Franklin Universal Trust (NYSE:FT) (MacKlin, Gordon S.), Franklin Universal Trust (NYSE:FT) (Olson, Frank A.), Hess Corporation (NYSE:HES) (Holiday, Edith E.) and 1 Other Connection"
"Chefitz J.D., Robert M.",Egis Capital Partners LLC - Founder & Managing Partner,"ADT Inc. (NYSE:ADT) (Tanner, David Allen)"
"Cheheyl, R. Stephen","VBrick Systems, Inc. - Former Director","Sapient Corp. (Benson, James Michael)"
"Cheikha, Fadi ",CalWest Bancorp - Former Independent Director,"CalWest Bancorp (OTCPK:CALW) (Gray, Glenn E.), CalWest Bank (Gray, Glenn E.)"
"Cheiky, Mike","Cool Planet Energy Systems, Inc. - Founder and Chairman","Cool Planet Energy Systems, Inc. (Janzen, Howard E.)"
"Chen CA, Feng ",Young Australian Mines Ltd. - Executive Chairman,"Young Australian Mines Ltd. (OTCPK:MYMN.F) (Forrest, John Andrew Henry), Young Australian Mines Ltd. (OTCPK:MYMN.F) (Linegar, Christopher )"
"Chen CFA, Jin ",Deutsche Asset Management Inc. - Director and Portfolio Manager,"John Hancock Funds II - John Hancock All Cap Core Fund (Cunningham, William H.)"
"Chen, Choong Joong ",WBL International (1994) Limited - Non Executive Independent Director,"Scotia Mortgage Investment Corporation (Thomas, Barbara Susan), Scotiabank Capital Trust (Thomas, Barbara Susan), Scotiabank of Puerto Rico, Inc. (Thomas, Barbara Susan), Scotiabank Subordinated Notes Trust (Thomas, Barbara Susan), The Bank of Nova Scotia (TSX:BNS) (Thomas, Barbara Susan)"
"Chen, David T.","American Pacific Bank - Former Chief Executive Officer, President and Director","Global Med Technologies, Inc. (Gilmore, Robert Russell)"
"Chen, Gong ",Ord Mountain Resources Corp. - CEO & Director,"G-Resources Group Limited (SEHK:1051) (Hegarty, Owen Leigh)"
"Chen, Longbo ",MagIndustries Corp. - Former Director,"MagIndustries Corp. (OTCPK:MAAF.F) (Toll, Gordon Leonard)"
"Chen, Mei",Creat Resources Holdings Limited - Former Chief Financial Officer and Executive Director,"Creat Resources Holdings Limited (Tanner, David Allen)"
"Chen, Mujin",ZAP - Former Member of the Advisory Board,"ZAP (OTCPK:ZAAP) (Dodd, Gary)"
"Chen, Ping ",Karara Mining Ltd - Former Chairman and Managing Director,"Gindalbie Metals Ltd (ASX:GBG) (Hallam, Paul Duncan), Karara Mining Ltd (Hallam, Paul Duncan)"
"Chen, Tim","NerdWallet, Inc. - Co-Founder, Chief Executive Officer and Director","NerdWallet, Inc. (Robinson, James D.)"
"Chen, Weixing ",CST Group Limited - Former Executive Director,"CST Group Limited (SEHK:985) (Hegarty, Owen Leigh)"
"Chen, Xiao ",Intertek Group plc - Former Director,"Intertek Group plc (LSE:ITRK) (Reid, David Edward)"
"Chen, Xiaofeng ","HNA Group co., LTD - Assistant to the Chairman, Vice CEO, President & Director","BrightSphere Investment Group plc (NYSE:BSIG) (Ritchie, James J.)"
"Chen, Yunfei ",Dongfeng Motor Group Company Limited - Independent Non-Executive Director,"China Gold International Resources Corp. Ltd. (TSX:CGG) (Kunz, Daniel James)"
"Chenault, Kathryn",Hospital for Special Surgery - Trustee,"Hospital for Special Surgery, Inc. (Benson, James Michael)"
"Chenault, Kenneth I.",General Catalyst Partners - Chairman & MD,"American Express Company (NYSE:AXP) (Robinson, James D.), The Partnership for New York City, Inc. (Robinson, James D.)"
"Chenevich, William Lawrence","inCompass Wireless, Inc. - Director","U.S. Bancorp (NYSE:USB) (Lubar, Sheldon Bernard)"
"Cheney, Lynne V.",Anadarko Holding Company - Director,"Trusted Media Brands, Inc. (Matthews, Norman S.), Trusted Media Brands, Inc. (Williams, Thomas Arthur)"
"Cheney, Richard B.",Missouri Pacific Railroad Co. - Director,"Missouri Pacific Railroad Co. (Robinson, James D.)"
"Cheng, Christopher ","Cryovac, Inc. - Director","Cryovac, Inc. (Kamsky, Virginia A.)"
"Cheng, Hang Oam",Phosphate Resources Limited - Former Non Executive Director,"Phosphate Resources Limited (Caruso, Mark Victor)"
"Cheng, Henry K.",White Mountains Life Reinsurance (Bermuda) Ltd. - Director,"White Mountains Life Reinsurance (Bermuda) Ltd. (Barrette, Raymond Joseph Rene), White Mountains Life Reinsurance (Bermuda) Ltd. (Foy, David Thomas), White Mountains Life Reinsurance (Bermuda) Ltd. (Repasy, Christine Hayer), White Mountains Life Reinsurance (Bermuda) Ltd. (Waters, Allan Lewis)"
"Cheng, Hor Yin ",Fung Capital Asia Investment Limited - Managing Director and CEO,"Warburg Pincus LLC (Tanner, David Allen)"
"Cheng, Jonathan ",Sunwest Bank - Director,"Sunwest Bank (Gray, Glenn E.)"
"Cheng, Kong Ming",G-Resources Group Limited - Former Independent Non Executive Director,"G-Resources Group Limited (SEHK:1051) (Hegarty, Owen Leigh)"
"Cheng, Minder ",Virtu ITG Holdings LLC - Former Chairman of the Board,"Investment Technology Group, Inc. (NYSE:ITG) (Baxter, Frank E.), Investment Technology Group, Inc. (NYSE:ITG) (Killian, Raymond L.)"
"Cheng, Pei Xiang ","Hunan Valin Steel Co., Ltd. - Employee Representative Member of Supervisory Board","Hunan Valin Steel Co., Ltd. (SZSE:000932) (Cao, Huiquan )"
"Cherasia, Peter",Conversion Capital LLC - Advisor,"JPMorgan Chase & Co. (NYSE:JPM) (Liu, Sherry )"
"Chereskin, Benjamin D.",Profile Capital Management LLC - President,"Carrols Corporation (Friedman, Brian Paul), Carrols Restaurant Group, Inc. (NasdaqGS:TAST) (Friedman, Brian Paul), Carrols Restaurant Group, Inc. (NasdaqGS:TAST) (Harris, David S.)"
"Cherkasky, Michael Griffin","Kroll Risk & Compliance Solutions - Chief Executive Officer of Corporate Risk Holdings, LLC","The Partnership for New York City, Inc. (Robinson, James D.)"
"Chernel, Eugene J.",Kansai Mining Corporation - Director,"Kansai Mining Corporation (Burston, Ian Fred)"
"Cherng Ph.D., Peggy Tsiang","Panda Restaurant Group, Inc. - Co-Chairman & Co-CEO","East West Bancorp, Inc. (NasdaqGS:EWBC) (Miscoll, James P.)"
"Chernin, Peter F.","The Chernin Group, LLC - Founder, Chairman & CEO","American Express Company (NYSE:AXP) (Robinson, James D.), DIRECTV, LLC (Wagoner, G. Richard)"
"Cheroutre, Patrice",Societe Generale Gestion - Deputy General Manager of Operations,"Societe Generale Gestion (Beyer, Robert David)"
"Cherpitel, Didier J.",Atos SE - Former Chairman of the Supervisory Board,"Atos SE (ENXTPA:ATO) (Bourigeaud, Bernard André Joseph)"
"Cherry, Paul L.","Bear State Bank, National Association - Former Chief Financial Officer","Bear State Bank, National Association (Massey, Richard Nelson)"
"Cherry, Zachary A.",Energy 5.0 LLC - Vice President of Finance,"Caerus Ventures (Jordan, John Weaver)"
"Chersi, Robert Joseph",BrightSphere Investment Group Inc. - Lead Independent Director,"BrightSphere Investment Group plc (NYSE:BSIG) (Ritchie, James J.)"
"Chertoff, Michael ","The Chertoff Group, LLC - Co-Founder & Executive Chairman","BAE Systems plc (LSE:BA.) (Hollick, Clive R.)"
"Cheryl Nyembezi-Heita, Nonkululeko Merina",Ichor Coal N.V. - CEO & Member of Management Board,"Old Mutual Ltd (JSE:OMU) (Parker, Bruce Gilbert), Old Mutual Ltd (JSE:OMU) (Ward, Barry Gordon)"
"Cheshier, J. David",Sunwest Bank - Former Director,"Sunwest Bank (Gray, Glenn E.)"
"Chesnais, Frédéric ",Atari SA - Chief Executive Officer,"Atari SA (ENXTPA:ATA) (Davis, Eugene Irwin), Atari, Inc. (Davis, Eugene Irwin)"
"Chesnoff, Adam ","Saban Capital Group, LLC. - President & COO","ProSiebenSat.1 Media SE (XTRA:PSM) (Hollick, Clive R.)"
"Chesnut, Scott","Bye Aerospace, Inc. - Former Member of Strategic Advisory Council","Bye Aerospace, Inc. (Janzen, Howard E.)"
"Chesnut, Stephen J.","CircusTrix, LLC - Chief Financial Officer","Overstock.com, Inc. (NasdaqGM:OSTK) (Byrne, John Joseph), Overstock.com, Inc. (NasdaqGM:OSTK) (Byrne, Patrick M.), Overstock.com, Inc. (NasdaqGM:OSTK) (MacKlin, Gordon S.)"
"Chesson, Reggie",Congoleum Corporation - Director,"Congoleum Corporation (Davis, Eugene Irwin)"
"Chester Jr., George M.",Firstar Corporation - Former Director,"Firstar Corporation, Prior To Acquisition By Star Banc Corporation (Lubar, Sheldon Bernard), Firstar Corporation, Prior To Acquisition By Star Banc Corporation (Pyle, Judith D.)"
"Chestnut, Colette","Trusted Media Brands, Inc. - Former Chief Financial Officer and Executive Vice President","Trusted Media Brands, Inc. (Matthews, Norman S.), Trusted Media Brands, Inc. (Williams, Thomas Arthur)"
"Chevretorn, Corinne",Télévision Française 1 Société anonyme - Former Director,"Télévision Française 1 SA (ENXTPA:TFI) (Pélisson, Gilles Christian Gérard)"
"Chevrier, Robert ",Bank of Montreal - Honorary Director,"CGI Inc. (TSX:GIB.A) (Bourigeaud, Bernard André Joseph)"
"Chew, Calvin G.",U.S. Shipping Corp. - EVP of US Shipping GP LLC,"U.S. Shipping Corp. (Luterman, Gerald )"
"Chi, Hongji ",Greenway Mining Group Limited - Independent Non-Executive Director,"China Polymetallic Mining Limited (SEHK:2133) (Abell, Keith Wayne)"
"Chi, Jing Dong","Hunan Valin Steel Co., Ltd. - Former Independent Director","Hunan Valin Steel Co., Ltd. (SZSE:000932) (Cao, Huiquan )"
"Chi, Steven",Kenai Resources Ltd. - Independent Director,"Kenai Resources Ltd. (Kunz, Daniel James)"
"Chi, Youngsuk ",RELX Group plc,"RELX Group plc (Reid, David Edward), RELX NV (Reid, David Edward)"
"Chia, Seng Boon",Singapore Power Limited - Former Head of SP Centre - Excellence,"Jemena Limited (Wells, Ian )"
"Chia, Teresa","Vidado, Inc. - Director","OneTitle National Guaranty Company, Inc. (Campbell, Reid Tarlton)"
"Chiappini, Gabriel Mario",Black Rock Mining Limited - Company Secretary & Independent Non-Executive Director,"Avita Medical Limited (ASX:AVH) (Barnaba, Mark Bradley)"
"Chiarelli, Gino",NRW Holdings Limited - Former Chief Financial Officer,"NRW Holdings Limited (ASX:NWH) (Burston, Ian Fred)"
"Chiarelli, Henry G.",RS Legacy Corporation - Former President,"Cobra Electronics Corporation (Carmichael, William P.), Cobra Electronics Corporation (Lupo, John S.)"
"Chiarello, Guy ",First Data Corporation - President,"DocuSign, Inc. (NasdaqGS:DOCU) (Wagoner, G. Richard), First Data Corporation (NYSE:FDC) (Robinson, James D.)"
"Chiarello-Ebner, Kaylynn","Advanstar Communications, Inc. - Former Managing Editor of Pharmaceutical Technology Magazine","Advanstar Communications, Inc. (Quella, James Andrew)"
"Chiaro, Preston S.",Rio Tinto Energy America Inc. - Director,"Cloud Peak Energy Inc. (NYSE:CLD) (Bailey, Keith E.)"
"Chicares CFA, Elizabeth Ward","C.M. Life Insurance Company Inc. - Executive VP, CFO & Director","C.M. Life Insurance Company Inc. (Reese, Stuart Harry), Massachusetts Mutual Life Insurance Company (Reese, Stuart Harry), MML Bay State Life Insurance Company (Reese, Stuart Harry)"
"Chichester, John D.","Davel Communications, Inc. - Former Director","PhoneTel Technologies, Inc. (Davis, Eugene Irwin)"
"Chick, Julian J.",Admedus Immunotherapies - Non-Executive Director,"Admedus Limited (ASX:AHZ) (Catlow, Christopher James), Admedus Limited (ASX:AHZ) (Rowley, William Graeme)"
"Chickering Jr., John B.",VCA Inc. - Former Independent Director,"VCA Inc. (Heil, John A.)"
"Chico Pardo, Jaime ","Carso Global Telecom, S.A.B. de C.V. - Chairman, Chief Executive Officer and Chairman of Telefonos de Mexico S A B de C V","AT&T Inc. (NYSE:T) (Ireland, Ross K.), Honeywell International Inc. (NYSE:HON) (Hollick, Clive R.)"
"Chicos, Frederick H.","Aetna Student Health Agency, Inc. - Founder, Chairman Emeritus and Chief Executive Officer","Boston University (Killian, Raymond L.)"
"Chicos, Paul G.","E-Duction, Inc. - Chief Executive Officer, President and Director","E-Duction, Inc. (Robinson, James D.)"
"Chicoyne, Ron ",Links Capital Partners - Managing Director,"1511419 Ontario Inc. (OTCPK:CSFS.F) (Davis, Eugene Irwin)"
"Chidambaram, Ravi",TC Capital Pte Ltd - Co-founder and President,"Murray & Company Ltd. (Barnaba, Mark Bradley)"
"Chiddix, James Alan",Symmetricom Inc. - Former Chairman,"Adaptive Spectrum and Signal Alignment, Inc. (Ireland, Ross K.), ARRIS International plc (NasdaqGS:ARRS) (Craig, John Anderson), Virgin Media Inc. (Schubert, Scott E.)"
"Chidester CPA, David K.",REES Capital - Partner,"Overstock.com, Inc. (NasdaqGM:OSTK) (Byrne, John Joseph), Overstock.com, Inc. (NasdaqGM:OSTK) (Byrne, Patrick M.), Overstock.com, Inc. (NasdaqGM:OSTK) (MacKlin, Gordon S.)"
"Chidsey, John W.","HotSchedules, Inc. - Director","Avis Budget Group, Inc. (NasdaqGS:CAR) (Choksi, Mary Claire)"
"Chidwick, Kevin D.",Openwork Limited - Former Chief Financial Officer,"Admiral Group plc (LSE:ADM) (Rountree, George Manning)"
"Chiel, Jonathan ","John Hancock Financial Services, Inc. - Former Executive VP & General Counsel","John Hancock Financial Services, Inc. (Benson, James Michael), John Hancock Life Insurance Company, Inc. (Benson, James Michael)"
"Chifflet, Jean-Paul ",Crédit Agricole S.A. - Former Chief Executive Officer,"Amundi Asset Management (Cumming, Ian M.), Amundi Asset Management (Glaubinger, Lawrence D.), Amundi Asset Management (Nichols, Jesse Clyde), Bouygues SA (ENXTPA:EN) (Pélisson, Gilles Christian Gérard)"
"Chigbue, Gozie ","CDC Group plc - Portfolio Director, Intermediated Equity","CDC Group plc (Gilbert, Steven J.)"
"Child, Richard N.",FIS PAYMENTS (UK) LIMITED - Director,"Certegy Inc. (Foley, William Patrick)"
"Childs, John Winston","Prospect Hill Growth Partners, L.P. - Former Chairman","Aurora Foods, Inc. (Hudgins, Thomas M.), Big V Supermarkets, Inc. (Brizius, Charles A.), Private Brands Group (Boucher, Jonathan F.), Private Brands Group (Jordan, John Weaver), Private Brands Group (Zalaznick, David W.) and 2 Other Connections"
